Name	GWP_constr	GWP_op
NUCLEAR	69.903150	0.000000
CCGT	28.855030	0.000000
COAL_US	4.452914	0.000000
COAL_IGCC	0.000000	0.000000
PV	270.336128	0.000000
WIND_ONSHORE	24.457243	0.000000
WIND_OFFSHORE	14.387835	0.000000
HYDRO_RIVER	2.746633	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	33.474778	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	13.785610	0.000000
IND_BOILER_GAS	2.203106	0.000000
IND_BOILER_WOOD	0.000000	0.000000
IND_BOILER_OIL	1.231275	0.000000
IND_BOILER_COAL	7.620942	0.000000
IND_BOILER_WASTE	0.000000	0.000000
IND_DIRECT_ELEC	0.000000	0.000000
DHN_HP_ELEC	0.307630	0.000000
DHN_COGEN_GAS	6.833050	0.000000
DHN_COGEN_WOOD	0.390179	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000
DHN_COGEN_WASTE	1.658419	0.000000
DHN_BOILER_GAS	0.224659	0.000000
DHN_BOILER_WOOD	0.000000	0.000000
DHN_BOILER_OIL	0.055078	0.000000
DHN_DEEP_GEO	0.134793	0.000000
DHN_SOLAR	0.000000	0.000000
DEC_HP_ELEC	5.413888	0.000000
DEC_THHP_GAS	0.000000	0.000000
DEC_COGEN_GAS	19.257216	0.000000
DEC_COGEN_OIL	0.000000	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000
DEC_BOILER_GAS	26.507649	0.000000
DEC_BOILER_WOOD	6.660718	0.000000
DEC_BOILER_OIL	32.235445	0.000000
DEC_SOLAR	5.674293	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	3385.252800	0.000000
CAR_DIESEL	6169.387600	0.000000
CAR_NG	95.794200	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
NON_ENERGY_OIL	0.000000	0.000000
NON_ENERGY_NG	0.000000	0.000000
PHS	0.982940	0.000000
BATT_LI	0.000000	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
TS_HIGH_TEMP	0.000000	0.000000
SEASONAL_NG	0.000000	0.000000
SEASONAL_H2	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
SLF_STO	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
DHN	0.000000	0.000000
GRID	0.000000	0.000000
MOTORWAYS	0.000000	0.000000
ROADS	0.000000	0.000000
RAILWAYS	0.000000	0.000000
H2_ELECTROLYSIS	0.000000	0.000000
H2_NG	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000
PYROLYSIS	0.000000	0.000000
ATM_CCS	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
BIOMETHANATION	0.000000	0.000000
BIO_HYDROLYSIS	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
SLF_TO_DIESEL	0.000000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000
SLF_TO_LFO	0.000000	0.000000
ELECTRICITY	0.000000	10103.871662
GASOLINE	0.000000	8731.847036
DIESEL	0.000000	21794.159602
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	31500.108306
NG	0.000000	39403.495257
SLF	0.000000	0.000000
SNG	0.000000	0.000000
WOOD	0.000000	211.867823
WET_BIOMASS	0.000000	104.888379
COAL	0.000000	13388.614574
URANIUM	0.000000	287.619395
WASTE	0.000000	1467.419456
H2	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
