Name	Used	Potential
ELECTRICITY	20971.091037	24536.404410
GASOLINE	25324.382356	1000000.000000
DIESEL	69231.764938	1000000.000000
BIOETHANOL	475.600000	1000000.000000
BIODIESEL	2865.200000	1000000.000000
LFO	101123.943198	1000000.000000
NG	147800.057228	1000000.000000
SLF	0.000000	1000000.000000
SNG	0.000000	1000000.000000
WOOD	17954.900240	23400.000000
WET_BIOMASS	8888.845680	38900.000000
COAL	33354.794653	33354.999440
URANIUM	73748.562770	1000000.000000
WASTE	9776.278853	17800.000000
H2	0.000000	1000000.000000
ELEC_EXPORT	0.000000	1000000.000000
CO2_EMISSIONS	36733.889164	1000000.000000
RES_WIND	5009.000000	1000000.000000
RES_SOLAR	3671.423860	1000000.000000
RES_HYDRO	365.000000	1000000.000000
RES_GEO	32.996160	1000000.000000
CO2_ATM	0.000000	1000000.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
